FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr,FundingInstrumentGa,ResearchInstitutionType
Projects,1218104,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,786292,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,624500,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,1257987,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1245692,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,523476,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,262113,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,835892,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,490240,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,640394,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,540000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,633049,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,763934,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,728679,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,561594,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,211602,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,463928,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,639620,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,252661,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,377826,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,717487,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,238626,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,543450,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,731343,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,168918,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,780000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,187635,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,711404,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,293784,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,649246,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,494778,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,388935,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,331752,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1150765,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,1066663,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,541969,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,757782,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,493190,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,583580,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,559684,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,844190,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,564712,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1200000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,873431,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,832237,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,424479,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,779884,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,357684,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,1642368,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,523147,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,113235,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,646455,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,842580,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,351464,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,900000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,861345,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
