FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr,FundingInstrumentGa,ResearchInstitutionType
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,7500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8750,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,19500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4080,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6330,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3020,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,17000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,20000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,14500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,8752,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,11000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,7050,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,9212,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,11000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9870,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,22500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,25000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,19500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,21900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8194,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,2900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,13900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,7500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12475,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,30000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,13000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,8300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,7968,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,13500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,18000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,21500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,14600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,14900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,23100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,18000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,25000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,5290,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,7200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,22200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,5800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,25000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,9600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,4700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,14980,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6396,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,11900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,8550,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,11700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,4000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,2600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,24100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,2900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,11700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6350,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,2600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,27000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,7300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,7200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,2600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3960,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,14600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,14200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,2800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,14690,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,7400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,3000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,5200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,5300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,22200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,75000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,24500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,12700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,25000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,7200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,14300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,17500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,10537,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,2585,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,25400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4750,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,19600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,5300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9921,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,20000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,11900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,28500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,5250,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,16000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,13000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,17300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,11500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,2700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,13000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,8500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,11000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,17600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,21700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,21600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,14400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,9900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,2800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,21205,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12497,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,17600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,10700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,11200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,7500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,8900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,27000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,7200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,8100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,27000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,20000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,9300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,22100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,14200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,7100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,2912,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,8250,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,19050,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,18900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,6500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,13600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,26000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,17500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,5200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,19950,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,8000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,8800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,2950,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,5300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12498,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,2500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,75000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,4500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,4500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,8100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
Science communication,8300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,6750,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,19200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,5000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,14900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,9750,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,18156,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,21500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,22500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,9200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,14500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of applied sciences
Science communication,9800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,9800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,14700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,33600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,75000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,University of Teacher Education
Science communication,14400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,ETH Domain
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,10700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,12174,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Cantonal university
Science communication,3500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges,Other
